title,authors,year,source,paper,citations no.
The cultural meaning of popular science: phrenology and the organisation of consent in nineteenth-century Britain,G Jones,1987,,,47
Price-support and adjustment programs from 1933 through 1978: A short history,"WD Rasmussen, GL Baker",1979,https://books.google.com/books?hl=en&lr=lang_en&id=SYMwAAAAYAAJ&oi=fnd&pg=PA1&dq=history&ots=WDy9qv93xW&sig=JBHzYwutJYHsaCBfxGBHcEmKN4E,https://books.google.com/books?hl=en&lr=lang_en&id=SYMwAAAAYAAJ&oi=fnd&pg=PA1&dq=history&ots=WDy9qv93xW&sig=JBHzYwutJYHsaCBfxGBHcEmKN4E,46
A history of sedation guidelines: where we are headed in the future,"S Wilson, RL Creedon, M George, K Troutman",1996,https://www.aapd.org/globalassets/media/publications/archives/wilson-18-03.pdf,https://www.aapd.org/globalassets/media/publications/archives/wilson-18-03.pdf,34
A History of the Island of Madagascar (etc.),S Copland,1822,https://books.google.com/books?hl=en&lr=lang_en&id=86ZfAAAAcAAJ&oi=fnd&pg=PR1&dq=history&ots=xr2R2gKb92&sig=hI29jmkbFq5yreb3pvNxk2YQZXQ,https://books.google.com/books?hl=en&lr=lang_en&id=86ZfAAAAcAAJ&oi=fnd&pg=PR1&dq=history&ots=xr2R2gKb92&sig=hI29jmkbFq5yreb3pvNxk2YQZXQ,34
Time history of the cavity pressure and temperature following a nuclear detonation in alluvium,CW Olsen,1967,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/JZ072i020p05037,,34
Making History: Julie Dash,P Mellencamp,1994,https://www.jstor.org/stable/3346614,,33
Historical Tales (ibiteekerezo) and the History of Rwanda,J Vansina,2000,https://www.cambridge.org/core/journals/history-in-africa/article/historical-tales-ibiteekerezo-and-the-history-of-rwanda/946E8DDBA81D7372DF198E3B99C0F7D9,https://scholar.archive.org/work/dyknmtig6zgv5osdbxz7iy7d2e/access/wayback/https://www.cambridge.org/core/services/aop-cambridge-core/content/view/946E8DDBA81D7372DF198E3B99C0F7D9/S0361541300005027a.pdf/div-class-title-historical-tales-span-class-italic-ibiteekerezo-span-and-the-history-of-rwanda-div.pdf,33
Collins to Grisham: A brief history of the legal thriller,M Robinson,1998,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/lstf22&section=8,http://detective.gumer.info/txt/robinson_1_2.pdf,33
The Developing Heart: A'History'of Pediatric Cardiology,"CA Neill, EB Clark",1995,https://link.springer.com/book/10.1007/978-94-015-8514-9,,33
Field measurement of the dependence of life history on plant nitrogen and temperature for a herbivorous moth,MFJ Taylor,1988,https://www.jstor.org/stable/5098,,33
"Country School Memories: An Oral History of One-Room Schooling. Contributions to the Study of Education, Number 74.","RL Leight, AD Rinehart",1999,https://eric.ed.gov/?id=ED434778,,33
"The effects of water availability on the life history of the desert snail, Trochoidea seetzeni","D Ward, R Slotow",1992,https://link.springer.com/article/10.1007/BF01875452,,33
The history of federal and state aid to higher education in the United States,FW Blackmar,1890,https://books.google.com/books?hl=en&lr=lang_en&id=1ZgadRg4cTcC&oi=fnd&pg=PA3&dq=history&ots=5qxblTMNCV&sig=zJu9vkwZY9lAZH_1hD-zTn5_4u8,https://books.google.com/books?hl=en&lr=lang_en&id=1ZgadRg4cTcC&oi=fnd&pg=PA3&dq=history&ots=5qxblTMNCV&sig=zJu9vkwZY9lAZH_1hD-zTn5_4u8,33
Observations on the life history and behavior of Chamaeleo hohnelii (Steindachner),HR Bustard,1965,https://www.jstor.org/stable/1440986,,33
"Temporal variations in the cooling and denudation history of the Hunza plutonic complex, Karakoram Batholith, revealed by 40Ar/39Ar thermochronology","MA Krol, PK Zeitler, G Poupeau, A Pecher",1996,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/95TC02424,,33
New light from Egypt on the chronology and history of Israel and Judah,WF Albright,1953,https://www.journals.uchicago.edu/doi/pdf/10.2307/3219011,,33
Effect of intraspecific density on life history traits and population growth rate of Neanthes arenaceodentata (Polychaeta: Nereidae) in the laboratory,"CE Pesch, RN Zajac, RB Whitlatch, MA Balboni",1987,https://link.springer.com/article/10.1007/BF00397973,,33
Studies in the history of probability and statistics: II. The beginnings of a probability calculus,MG Kendall,1956,https://www.jstor.org/stable/2333573,http://www.med.mcgill.ca/epidemiology/hanley/bios601/Likelihood/Kendall1961OnDanielBernoulliML.pdf,24
Howard Hughes' airline. An informal history of TWA.,R Sterling,1983,https://www.cabdirect.org/cabdirect/abstract/19841814174,,24
"The Jews of the British crown Colony of Aden: History, culture, and ethnic relations",R Ahroni,1994,https://books.google.com/books?hl=en&lr=lang_en&id=d58QQocrWVkC&oi=fnd&pg=PR11&dq=history&ots=7jzUp9lDxj&sig=UK0j93aohK9yKUFN_iggvMFnheY,,24
A History of Creeds and Confessions of Faith in Christendom and Beyond: With Historical Tables,WA Curtis,1911,,,24
"Holocene vegetation history at Vätsäri, Inari Lapland, northeastern Finland, with special reference to Betula","E Mäkelä, H Hyvärinen",2000,https://journals.sagepub.com/doi/abs/10.1191/095968300674642885,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.816.3337&rep=rep1&type=pdf,24
The race is not always to the swift: thoughts on the use of written sources for the study of early African history,D Henige,1987,https://www.jstor.org/stable/41409906,,19
"Thermal history of the periphery of the Junggar basin, northwestern China","JD King, J Yang, F Pu",1994,https://www.sciencedirect.com/science/article/pii/0146638094902011,,19
From art history to the history of civilization: Gombrich biography of Aby Warburg,F Gilbert,1972,https://www.journals.uchicago.edu/doi/pdf/10.1086/240803,,18
Reflections on Monell's Analysis of the Legislative History of 1983,RJ Kaczorowski,1999,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/urban31&section=28,https://ir.lawnet.fordham.edu/cgi/viewcontent.cgi?article=1749&context=faculty_scholarship,18
The story of an African farm: Colonial history and the discontinuous text,G Pechey,1983,https://www.tandfonline.com/doi/abs/10.1080/02560046.1983.10409589,,18
"Paper Families and Blonde Demonesses: The Haunting of History in SKY Lee's"" Disappearing Moon Cafe""",A Calder,2000,https://journalhosting.ucalgary.ca/index.php/ariel/article/view/34363/28399,https://journalhosting.ucalgary.ca/index.php/ariel/article/view/34363/28399,18
Land use and fire history in the mountains of southern California,"JR McBride, DF Jacobs",1980,https://books.google.com/books?hl=en&lr=lang_en&id=44IyrBgMMJsC&oi=fnd&pg=PA85&dq=history&ots=_Mqc9WheuW&sig=ZaNBKEguNXohpI-gdiAZDloQ2HE,https://books.google.com/books?hl=en&lr=lang_en&id=44IyrBgMMJsC&oi=fnd&pg=PA85&dq=history&ots=_Mqc9WheuW&sig=ZaNBKEguNXohpI-gdiAZDloQ2HE,18
The Development and History of Protected Concerted Activity,"RF Koretz, RJ Rabin",1973,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/syrlr24&section=35,,18
Revisioning history: contemporary filmmakers and the construction of the past,RA Rosenstone,1990,https://www.cambridge.org/core/journals/comparative-studies-in-society-and-history/article/revisioning-history-contemporary-filmmakers-and-the-construction-of-the-past/217DCDDD3F9F77A74DD09DD34B63B6D1,,15
Natural history of the spider Hypochilus thorelli Marx (Hypochilidae),IC Fergusson,1972,https://downloads.hindawi.com/journals/psyche/1972/039715.pdf,https://downloads.hindawi.com/journals/psyche/1972/039715.pdf,15
The early history of reference service in the United States,L Kaplan,1947,https://www.emerald.com/insight/content/doi/10.1108/eb012104/full/html,,15
Chapters in the History of Actors and Acting in Ancient Greece: Together with a Prosopographia histrionum graecorum,JB O'Connor,1908,,,15
Proclaiming the Future: History and Theology in Prophecies against Tyre,T Renz,2000,https://www.academia.edu/download/46396150/tyre_renz.pdf,https://www.academia.edu/download/46396150/tyre_renz.pdf,15
The history of money in America: From the earliest times to the establishment of the constitution,A Del Mar,1899,,,15
The Works of Lord Macaulay Complete: History of England,TBMB Macaulay,1897,,,15
The history of the Dutch coast in the last century,"WT Bakker, DS Joustra",1970,https://ascelibrary.org/doi/pdf/10.1061/9780872620285.043,https://icce-ojs-tamu.tdl.org/icce/index.php/icce/article/download/2648/2312,15
Landscape history: land degradation in the Indonesian region,H Brookfield,1998,https://brill.com/downloadpdf/book/edcoll/9789004454392/B9789004454392_s003.pdf,,15
A Short History of the Printing Press and of the Improvements in Printing Machinery from the Time of Gutenberg up to the Present Day,Robert Hoe,1902,,,15
History of not completing courses as predictor of academic difficulty among first-year students.,"EW Jackson, B Dawson-Saunders",1987,https://europepmc.org/article/med/3681915,,15
"A natural history of the Crinoidea, or lily-shaped animals",JS Miller,1821,https://books.google.com/books?hl=en&lr=lang_en&id=2FKeDo4U8EIC&oi=fnd&pg=PA1&dq=history&ots=fouNKKyB6v&sig=QorQJk5OD4hNwkbIrFeJ9mV01BY,https://books.google.com/books?hl=en&lr=lang_en&id=2FKeDo4U8EIC&oi=fnd&pg=PA1&dq=history&ots=fouNKKyB6v&sig=QorQJk5OD4hNwkbIrFeJ9mV01BY,15
Colonial court records and the study of early American history: a bibliographical review,MG Kammen,1965,https://www.jstor.org/stable/1845940,,15
"Towards a History of Urban Collective Action in the Middle East: Continuities and Change, 1750–1980",E Burke III,1989,https://www.torrossa.com/gs/resourceProxy?an=5136780&publisher=FZ2990#page=40,,15
XXXVI. Contributions towards the history of spectrum analysis and of the analysis of the solar atmosphere,G Kirchhoff,1863,https://www.tandfonline.com/doi/pdf/10.1080/14786446308643455,,15
Color change and life history observations of the spider Gea heptagon (Araneae: Araneidae),LE Sabath,1969,https://www.hindawi.com/journals/psyche/1969/094162/,https://downloads.hindawi.com/journals/psyche/1969/094162.pdf,15
"Black Higher Education in Kentucky, 1879-1930. The History of Simmons University. Studies in American Religion, Volume 24.",LH Williams,1987,https://eric.ed.gov/?id=ED288462,,15
When history repeats itself: the famine of 1931 in Niger,A Salifou,1975,https://www.africabib.org/rec.php?RID=183793285,,15
A history of England,JF Bright,1889,https://books.google.com/books?hl=en&lr=lang_en&id=en04AAAAMAAJ&oi=fnd&pg=PA1&dq=history&ots=1HGZe-CjW4&sig=VUPlsFebxQ6ZDVyus0kPPKdYgaQ,https://books.google.com/books?hl=en&lr=lang_en&id=en04AAAAMAAJ&oi=fnd&pg=PA1&dq=history&ots=1HGZe-CjW4&sig=VUPlsFebxQ6ZDVyus0kPPKdYgaQ,14
The History of Abdullah Ibn Suliman,AD Roberts,1967,https://www.africabib.org/rec.php?RID=188259325,,14
A sketch of the early history of Omdurman,F Rehfisch,1964,https://www.jstor.org/stable/41716857,,14
"Discovery and Conquests of the North-west, with the History of Chicago",R Blanchard,1881,https://books.google.com/books?hl=en&lr=lang_en&id=UspMAQAAMAAJ&oi=fnd&pg=PA404&dq=history&ots=VfLbpP0kVf&sig=9BuWDy1gOAAl0zj5_JeJhY2xXXw,https://books.google.com/books?hl=en&lr=lang_en&id=UspMAQAAMAAJ&oi=fnd&pg=PA404&dq=history&ots=VfLbpP0kVf&sig=9BuWDy1gOAAl0zj5_JeJhY2xXXw,14
"Production, reproduction, performance: Marxism, history, theatre",G Holderness,1991,http://uhra.herts.ac.uk/handle/2299/6478,,14
Short History of the US War on the RNA,C Lumumba,1981,https://www.tandfonline.com/doi/pdf/10.1080/00064246.1981.11414158,https://acresofancestry.org/wp-content/uploads/2021/08/Short-History-of-US-War-on-RNA-Lumumba.pdf,14
Scottish family history,D Moody,1990,https://books.google.com/books?hl=en&lr=lang_en&id=5SqkjxRamwYC&oi=fnd&pg=PA7&dq=history&ots=b4T2QtVWL0&sig=f_ip2JCo9mIEYoPZFxDQHFeqf8o,,14
American Ornithology: Or The Natural History of Birds Inhabiting the United States,CL Bonaparte,1833,https://books.google.com/books?hl=en&lr=lang_en&id=JmlfP18mknUC&oi=fnd&pg=PA1&dq=history&ots=jx3RiFLbih&sig=l8ye2A90Lekv7Ke7qVzqRxAJjw8,https://books.google.com/books?hl=en&lr=lang_en&id=JmlfP18mknUC&oi=fnd&pg=PA1&dq=history&ots=jx3RiFLbih&sig=l8ye2A90Lekv7Ke7qVzqRxAJjw8,14
A glimpse at Irish accounting history,PJ Clarke,1996,https://afgr.scholasticahq.com/article/35406.pdf,https://afgr.scholasticahq.com/article/35406.pdf,14
"History of the Irish Rebellion in 1798; with memoirs of the Union, and Emmett's insurrection in 1803... [Illustrated by George Cruickshank].",WH Maxwell,1854,https://books.google.com/books?hl=en&lr=lang_en&id=oKdgAAAAcAAJ&oi=fnd&pg=PA1&dq=history&ots=TDNQ8tz1Pd&sig=P2p0H3fiaVIJEhMmNybqdN8u0MQ,https://books.google.com/books?hl=en&lr=lang_en&id=oKdgAAAAcAAJ&oi=fnd&pg=PA1&dq=history&ots=TDNQ8tz1Pd&sig=P2p0H3fiaVIJEhMmNybqdN8u0MQ,14
The Roman History: From the Building of Rome to the Ruin of the Commonwealth,N Hooke,1825,https://books.google.com/books?hl=en&lr=lang_en&id=AmbpjO37pMkC&oi=fnd&pg=PR1&dq=history&ots=s8kvSJuki2&sig=F5TZo_NYNox8TPXZvNxlzkSF5yk,https://books.google.com/books?hl=en&lr=lang_en&id=AmbpjO37pMkC&oi=fnd&pg=PR1&dq=history&ots=s8kvSJuki2&sig=F5TZo_NYNox8TPXZvNxlzkSF5yk,14
Childhood history and decisions of state: The case of Louis XIII,EW Marvick,1974,https://search.proquest.com/openview/7819b461682ca4a0843485a83aec92a4/1?pq-origsite=gscholar&cbl=1816657,,14
The rewriting of African history during the scramble: The Matabele dominance in Mashonaland,TO Ranger,1967,https://www.africabib.org/rec.php?RID=188055312,,14
"History of early diet development in fish culture, 1000 BC to AD 1955",GL Rumsey,1994,https://afspubs.onlinelibrary.wiley.com/doi/abs/10.1577/1548-8640(1994)056%3C0001:HOEDDI%3E2.3.CO;2,,14
A Concise History of the United Society of Believers Called Shakers,CE Robinson,1893,https://books.google.com/books?hl=en&lr=lang_en&id=w40uAAAAYAAJ&oi=fnd&pg=PA1&dq=history&ots=OAI_qg_HyY&sig=1gT2eRZ6Ga22UvP5sFervw-eWrc,https://books.google.com/books?hl=en&lr=lang_en&id=w40uAAAAYAAJ&oi=fnd&pg=PA1&dq=history&ots=OAI_qg_HyY&sig=1gT2eRZ6Ga22UvP5sFervw-eWrc,14
Towards a history of Islam in East Africa,A Esmail,1975,https://www.africabib.org/rec.php?RID=190566825,,14
"Fracture history of the Redwall Limestone and lower Supai Group, western Hualapai Indian Reservation, northwestern Arizona",JA Roller,1987,https://pubs.usgs.gov/of/1987/0359/report.pdf,https://pubs.usgs.gov/of/1987/0359/report.pdf,14
"History of the Old Second Division, Army of the Cumberland: Commanders: M'Cook, Sill, and Johnson",WS Dodge,1864,https://books.google.com/books?hl=en&lr=lang_en&id=ES5HAQAAMAAJ&oi=fnd&pg=PA11&dq=history&ots=awIas8E0YG&sig=20eysDtmxJSc7ofGHQh0G9pLhI4,https://books.google.com/books?hl=en&lr=lang_en&id=ES5HAQAAMAAJ&oi=fnd&pg=PA11&dq=history&ots=awIas8E0YG&sig=20eysDtmxJSc7ofGHQh0G9pLhI4,14
"… of the ecology of Varanus niloticus (Reptilia, Varanidae) in southeastern Nigeria, and their contribution to the knowledge of the evolutionary history of V. niloticus …","FM Angelici, L Luiselli",1999,https://hal.archives-ouvertes.fr/hal-03529009/,https://hal.archives-ouvertes.fr/hal-03529009/document,14
Seismic history of Minnesota and its geological significance,"HM Mooney, GB Morey",1981,https://pubs.geoscienceworld.org/ssa/bssa/article-abstract/71/1/199/118141,,14
"A Compendious History of English Literature, and of the Language, from the Norman Conquest: With Numerous Specimens",GL Craik,1861,https://books.google.com/books?hl=en&lr=lang_en&id=w3RLAAAAcAAJ&oi=fnd&pg=PR2&dq=history&ots=FiOrP0vbsr&sig=yZ5VVToUcqeF-hJSYp_gcIKoWt4,https://books.google.com/books?hl=en&lr=lang_en&id=w3RLAAAAcAAJ&oi=fnd&pg=PR2&dq=history&ots=FiOrP0vbsr&sig=yZ5VVToUcqeF-hJSYp_gcIKoWt4,14
A Compendium of Ecclesiastical History,JKL Gieseler,1849,https://books.google.com/books?hl=en&lr=lang_en&id=mwGgAAAAMAAJ&oi=fnd&pg=PA9&dq=history&ots=saDr8B0i3h&sig=r-PMfcWGfp6lW43JMpZWKiktgN8,https://books.google.com/books?hl=en&lr=lang_en&id=mwGgAAAAMAAJ&oi=fnd&pg=PA9&dq=history&ots=saDr8B0i3h&sig=r-PMfcWGfp6lW43JMpZWKiktgN8,13
Some problems of Southern economic history,AH Stone,1908,https://www.jstor.org/stable/1834265,https://www.jstor.org/stable/pdf/1834265.pdf,13
The Oraons and Mundas: From the Time of Their Settlement in India.(An Essay of Constructive History),FA Grignard,1909,https://www.jstor.org/stable/40442539,,13
