title,authors,year,source,paper,citations no.
Machine learning for detection and diagnosis of disease,P Sajda,2006,https://www.annualreviews.org/doi/abs/10.1146/annurev.bioeng.8.061505.095802,https://liinc.bme.columbia.edu/wp-content/uploads/annurev2Ebioeng2E82E0615052E095802.pdf,345
Machine learning methods for wind turbine condition monitoring: A review,"A Stetco, F Dinmohammadi, X Zhao, V Robu, D Flynn…",2019,https://www.sciencedirect.com/science/article/pii/S096014811831231X,https://www.sciencedirect.com/science/article/pii/S096014811831231X,345
"Machine learning, a probabilistic perspective",C Robert,2014,https://www.tandfonline.com/doi/full/10.1080/09332480.2014.914768,https://www.tandfonline.com/doi/full/10.1080/09332480.2014.914768,343
Machine learning algorithms for wireless sensor networks: A survey,"DP Kumar, T Amgoth, CSR Annavarapu",2019,https://www.sciencedirect.com/science/article/pii/S156625351830277X,n/a,343
Machine learning: algorithms and applications,"M Mohammed, MB Khan, EBM Bashier",2016,https://www.taylorfrancis.com/books/mono/10.1201/9781315371658/machine-learning-mohssen-mohammed-muhammad-badruddin-khan-eihab-bashier-mohammed-bashier,https://www.researchgate.net/profile/Eihab-Bashier/publication/303806260_Machine_Learning_Algorithms_and_Applications/links/5862c0f308ae329d6201bca2/Machine-Learning-Algorithms-and-Applications.pdf,342
Non-convex optimization for machine learning,"P Jain, P Kar",2017,https://arxiv.org/abs/1712.07897,https://arxiv.org/pdf/1712.07897,342
Lifelong machine learning systems: Beyond learning algorithms,"DL Silver, Q Yang, L Li",2013,https://www.aaai.org/ocs/index.php/SSS/SSS13/paper/viewPaper/5802,https://www.aaai.org/ocs/index.php/SSS/SSS13/paper/download/5802/5977,340
What is machine learning?,"I El Naqa, MJ Murphy",2015,https://link.springer.com/chapter/10.1007/978-3-319-18305-3_1,n/a,337
Sample size selection in optimization methods for machine learning,"RH Byrd, GM Chin, J Nocedal, Y Wu",2012,https://link.springer.com/article/10.1007/s10107-012-0572-5,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.226.4212&rep=rep1&type=pdf,336
"Machine Learning Energies of 2 Million Elpasolite
Crystals","FA Faber, A Lindmaa, OA Von Lilienfeld, R Armiento",2016,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.117.135502,https://link.aps.org/pdf/10.1103/PhysRevLett.117.135502,336
Bayesian inference: An introduction to principles and practice in machine learning,ME Tipping,2003,https://link.springer.com/chapter/10.1007/978-3-540-28650-9_3,"ftp://nozdr.ru/biblio/kolxoz/Cs/CsLn/Advanced%20Lectures%20on%20Machine%20Learning%202003(LNCS3176,%20Springer,%202004)(ISBN%203540231226)(248s).pdf#page=48",335
Some studies in machine learning using the game of checkers,AL Samuel,2000,https://ieeexplore.ieee.org/abstract/document/5389202/,n/a,334
A detailed investigation and analysis of using machine learning techniques for intrusion detection,"P Mishra, V Varadharajan…",2018,https://ieeexplore.ieee.org/abstract/document/8386762/,n/a,333
"Data mining: machine learning, statistics, and databases",H Mannila,1996,https://ieeexplore.ieee.org/abstract/document/505910/,http://people.cs.aau.dk/~uk/teaching/BSS2/E99/ssdbm.ps,331
Fairness in machine learning,"S Barocas, M Hardt, A Narayanan",2017,https://fairmlbook.org/pdf/fairmlbook.pdf,https://fairmlbook.org/pdf/fairmlbook.pdf,331
Machine learning of temporal relations,"I Mani, M Verhagen, B Wellner, C Lee…",2006,https://aclanthology.org/P06-1095.pdf,https://aclanthology.org/P06-1095.pdf,331
Machine learning in medical imaging,ML Giger,2018,https://www.sciencedirect.com/science/article/pii/S1546144017316733,n/a,328
Making machine learning models interpretable.,"A Vellido, JD Martín-Guerrero, PJG Lisboa",2012,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.431.5382&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.431.5382&rep=rep1&type=pdf,325
PREDICTING STUDENTS'PERFORMANCE IN DISTANCE LEARNING USING MACHINE LEARNING TECHNIQUES,"S Kotsiantis, C Pierrakeas, P Pintelas",2004,https://www.tandfonline.com/doi/abs/10.1080/08839510490442058,https://www.tandfonline.com/doi/pdf/10.1080/08839510490442058,325
On-line algorithms in machine learning,A Blum,1998,https://link.springer.com/content/pdf/10.1007/BFb0029575.pdf,https://apps.dtic.mil/sti/pdfs/ADA330965.pdf,324
Machine learning and the profession of medicine,"AM Darcy, AK Louie, LW Roberts",2016,https://jamanetwork.com/journals/jama/article-abstract/2488315,n/a,324
DREAM: diabetic retinopathy analysis using machine learning,"S Roychowdhury, DD Koozekanani…",2013,https://ieeexplore.ieee.org/abstract/document/6680633/,n/a,324
Exploiting machine learning to subvert your spam filter.,"B Nelson, M Barreno, FJ Chi, AD Joseph…",2008,https://www.usenix.org/event/leet08/tech/full_papers/nelson/nelson_html/,https://www.usenix.org/event/leet08/tech/full_papers/nelson/nelson_html/,323
Tackling climate change with machine learning,"D Rolnick, PL Donti, LH Kaack, K Kochanski…",2022,https://dl.acm.org/doi/abs/10.1145/3485128,https://dl.acm.org/doi/full/10.1145/3485128,321
MLC++: A machine learning library in C++,"R Kohavi, G John, R Long, D Manley…",1994,https://ieeexplore.ieee.org/abstract/document/346412/,https://www.researchgate.net/profile/Ron-Kohavi/publication/3562130_MLC_A_machine_learning_library_in_C/links/02e7e51bcc03f01e5d000000/MLC-A-machine-learning-library-in-C.pdf,321
An application of machine learning to anomaly detection,"T Lane, CE Brodley",1997,http://ftp.cerias.purdue.edu/pub/papers/terran-lane/brodley-lane-nissc97_paper.pdf,http://ftp.cerias.purdue.edu/pub/papers/terran-lane/brodley-lane-nissc97_paper.pdf,321
A survey of deep learning and its applications: a new paradigm to machine learning,"S Dargan, M Kumar, MR Ayyagari, G Kumar",2020,https://link.springer.com/article/10.1007/s11831-019-09344-w,https://www.researchgate.net/profile/Maruthi-Rohit-Ayyagari/publication/334469644_A_Survey_of_Deep_Learning_and_Its_Applications_A_New_Paradigm_to_Machine_Learning/links/5d2ce9e0299bf1547cb9ce74/A-Survey-of-Deep-Learning-and-Its-Applications-A-New-Paradigm-to-Machine-Learning.pdf,320
Machine learning in materials science: Recent progress and emerging applications,"T Mueller, AG Kusne…",2016,https://books.google.com/books?hl=en&lr=lang_en&id=dRqRCgAAQBAJ&oi=fnd&pg=PA186&dq=machine+learning&ots=q9vUFDbyrE&sig=yOBJy4nG7ZKvLn5K53Dpb4uCmOs,https://mycourses.aalto.fi/mod/resource/view.php?id=467439,320
Preventing student dropout in distance learning using machine learning techniques,"SB Kotsiantis, CJ Pierrakeas, PE Pintelas",2003,https://link.springer.com/chapter/10.1007/978-3-540-45226-3_37,https://www.researchgate.net/profile/P-Pintelas/publication/221018112_Preventing_Student_Dropout_in_Distance_Learning_Using_Machine_Learning_Techniques/links/0fcfd511922810634a000000/Preventing-Student-Dropout-in-Distance-Learning-Using-Machine-Learning-Techniques.pdf,320
Recognizing names in biomedical texts: a machine learning approach,"G Zhou, J Zhang, J Su, D Shen, CL Tan",2004,https://academic.oup.com/bioinformatics/article-abstract/20/7/1178/245780,https://academic.oup.com/bioinformatics/article-pdf/20/7/1178/679155/bth060.pdf,320
From DFT to machine learning: recent approaches to materials science–a review,"GR Schleder, ACM Padilha, CM Acosta…",2019,https://iopscience.iop.org/article/10.1088/2515-7639/ab084b/meta,https://iopscience.iop.org/article/10.1088/2515-7639/ab084b/meta,316
Supervised machine learning algorithms: classification and comparison,"FY Osisanwo, JET Akinsola, O Awodele…",2017,https://www.researchgate.net/profile/J-E-T-Akinsola/publication/318338750_Supervised_Machine_Learning_Algorithms_Classification_and_Comparison/links/596481dd0f7e9b819497e265/Supervised-Machine-Learning-Algorithms-Classification-and-Comparison.pdf,https://www.researchgate.net/profile/J-E-T-Akinsola/publication/318338750_Supervised_Machine_Learning_Algorithms_Classification_and_Comparison/links/596481dd0f7e9b819497e265/Supervised-Machine-Learning-Algorithms-Classification-and-Comparison.pdf,311
Machine learning in cell biology–teaching computers to recognize phenotypes,"C Sommer, DW Gerlich",2013,https://journals.biologists.com/jcs/article-abstract/126/24/5529/54116,https://journals.biologists.com/jcs/article/126/24/5529/54116,311
Machine learning: discriminative and generative,T Jebara,2012,https://books.google.com/books?hl=en&lr=lang_en&id=g5rSBwAAQBAJ&oi=fnd&pg=PR1&dq=machine+learning&ots=5eJakr4nNT&sig=2HlgQyTmrAPoovvIITmRWVp1kT4,n/a,311
Playing with the data: what legal scholars should learn about machine learning,"D Lehr, P Ohm",2017,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/davlr51&section=26,https://lawreview.law.ucdavis.edu/issues/51/2/Symposium/51-2_Lehr_Ohm.pdf,310
"Building trust in artificial intelligence, machine learning, and robotics","K Siau, W Wang",2018,https://www.researchgate.net/profile/Keng-Siau-2/publication/324006061_Building_Trust_in_Artificial_Intelligence_Machine_Learning_and_Robotics/links/5ab8744baca2722b97cf9d33/Building-Trust-in-Artificial-Intelligence-Machine-Learning-and-Robotics.pdf,https://www.researchgate.net/profile/Keng-Siau-2/publication/324006061_Building_Trust_in_Artificial_Intelligence_Machine_Learning_and_Robotics/links/5ab8744baca2722b97cf9d33/Building-Trust-in-Artificial-Intelligence-Machine-Learning-and-Robotics.pdf,310
Application of machine learning in wireless networks: Key techniques and open issues,"Y Sun, M Peng, Y Zhou, Y Huang…",2019,https://ieeexplore.ieee.org/abstract/document/8743390/,https://ieeexplore.ieee.org/ielaam/9739/8915915/8743390-aam.pdf,310
The computational complexity of machine learning,MJ Kearns,1990,https://books.google.com/books?hl=en&lr=lang_en&id=y5Txq1AkJoMC&oi=fnd&pg=PA1&dq=machine+learning&ots=_QJDC0fBOj&sig=9mXNy6ZZ8ebM_nBJRjNMBJE2FfQ,n/a,309
Image reconstruction is a new frontier of machine learning,"G Wang, JC Ye, K Mueller…",2018,https://ieeexplore.ieee.org/abstract/document/8359079/,https://www3.cs.stonybrook.edu/~mueller/papers/Image%20Reconstruction%20Is%20a%20New%20Frontier%20of%20Machine%20Learning.pdf,309
Machine learning models that remember too much,"C Song, T Ristenpart, V Shmatikov",2017,https://dl.acm.org/doi/abs/10.1145/3133956.3134077,https://arxiv.org/pdf/1709.07886,308
"The seven tools of causal inference, with reflections on machine learning",J Pearl,2019,https://dl.acm.org/doi/pdf/10.1145/3241036,https://dl.acm.org/doi/pdf/10.1145/3241036,307
Interpretable machine learning in healthcare,"MA Ahmad, C Eckert, A Teredesai",2018,https://dl.acm.org/doi/abs/10.1145/3233547.3233667,http://www.comp.hkbu.edu.hk/~iib/2018/Aug/article1/iib_vol19no1_article1.pdf,306
Machine learning molecular dynamics for the simulation of infrared spectra,"M Gastegger, J Behler, P Marquetand",2017,https://pubs.rsc.org/en/content/articlehtml/2017/sc/c7sc02267k,https://pubs.rsc.org/en/content/articlehtml/2017/sc/c7sc02267k,303
Explainable machine learning for scientific insights and discoveries,"R Roscher, B Bohn, MF Duarte, J Garcke",2020,https://ieeexplore.ieee.org/abstract/document/9007737/,https://ieeexplore.ieee.org/iel7/6287639/8948470/09007737.pdf,301
Everything old is new again: a fresh look at historical approaches in machine learning,RM Rifkin,2002,https://dspace.mit.edu/handle/1721.1/17549,https://dspace.mit.edu/bitstream/handle/1721.1/17549/51896466-MIT.pdf?sequence=2,299
Delayed impact of fair machine learning,"LT Liu, S Dean, E Rolf…",2018,https://proceedings.mlr.press/v80/liu18c.html,http://proceedings.mlr.press/v80/liu18c/liu18c.pdf,298
Thirty years of machine learning: The road to Pareto-optimal wireless networks,"J Wang, C Jiang, H Zhang, Y Ren…",2020,https://ieeexplore.ieee.org/abstract/document/8957702/,https://arxiv.org/pdf/1902.01946,298
Experiments with random projections for machine learning,"D Fradkin, D Madigan",2003,https://dl.acm.org/doi/abs/10.1145/956750.956812,http://dimacs.rutgers.edu/Research/MMS/PAPERS/rp.pdf,298
Mastering Machine Learning with scikit-learn,G Hackeling,2017,https://books.google.com/books?hl=en&lr=lang_en&id=9-ZDDwAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=FNeAOseYWg&sig=EgG90oAmWtHBBNWehZ0HZNmCvhc,http://www.smallake.kr/wp-content/uploads/2017/03/Mastering-Machine-Learning-with-scikit-learn.pdf,296
Ensuring fairness in machine learning to advance health equity,"A Rajkomar, M Hardt, MD Howell…",2018,https://www.acpjournals.org/doi/abs/10.7326/M18-1990,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6594166/,296
Image analysis and machine learning for detecting malaria,"M Poostchi, K Silamut, RJ Maude, S Jaeger…",2018,https://www.sciencedirect.com/science/article/pii/S193152441730333X,https://www.sciencedirect.com/science/article/pii/S193152441730333X,296
Machine learning that matters,K Wagstaff,2012,https://arxiv.org/abs/1206.4656,https://arxiv.org/pdf/1206.4656,295
Survey of machine learning techniques for malware analysis,"D Ucci, L Aniello, R Baldoni",2019,https://www.sciencedirect.com/science/article/pii/S0167404818303808,https://arxiv.org/pdf/1710.08189,295
Machine learning in cardiovascular medicine: are we there yet?,"K Shameer, KW Johnson, BS Glicksberg, JT Dudley…",2018,https://heart.bmj.com/content/104/14/1156.abstract,https://kippjohnson.com/files/29352006.pdf,295
On hyperparameter optimization of machine learning algorithms: Theory and practice,"L Yang, A Shami",2020,https://www.sciencedirect.com/science/article/pii/S0925231220311693,https://arxiv.org/pdf/2007.15745.pdf?ref=https://codemonkey.link,294
Toward an intelligent edge: Wireless communication meets machine learning,"G Zhu, D Liu, Y Du, C You, J Zhang…",2020,https://ieeexplore.ieee.org/abstract/document/8970161/,https://arxiv.org/pdf/1809.00343,293
Machine learning at facebook: Understanding inference at the edge,"CJ Wu, D Brooks, K Chen, D Chen…",2019,https://ieeexplore.ieee.org/abstract/document/8675201/,https://nyuscholars.nyu.edu/en/publications/machine-learning-at-facebook-understanding-inference-at-the-edge,292
Fairness in machine learning: Lessons from political philosophy,R Binns,2018,https://proceedings.mlr.press/v81/binns18a.html,http://proceedings.mlr.press/v81/binns18a/binns18a.pdf,292
Do no harm: a roadmap for responsible machine learning for health care,"J Wiens, S Saria, M Sendak, M Ghassemi, VX Liu…",2019,https://www.nature.com/articles/s41591-019-0548-6,http://www.regenhealthsolutions.info/wp-content/uploads/2019/08/Do-no-harm-a-roadmap-for-responsible-machine.pdf,292
A strategy to apply machine learning to small datasets in materials science,"Y Zhang, C Ling",2018,https://www.nature.com/articles/s41524-018-0081-z,https://www.nature.com/articles/s41524-018-0081-z,291
Machine learning in financial crisis prediction: a survey,"WY Lin, YH Hu, CF Tsai",2011,https://ieeexplore.ieee.org/abstract/document/6069610/,https://c2.etf.unsa.ba/file.php/225/DATAMINING2013/2012_Machine_Learning_in_Financial_Crisis_Prediction_A_Survey.pdf,291
Machine learning at the energy and intensity frontiers of particle physics,"A Radovic, M Williams, D Rousseau, M Kagan…",2018,https://www.nature.com/articles/s41586-018-0361-2,https://www.osti.gov/pages/servlets/purl/1469751,289
Using GPUs for machine learning algorithms,"D Steinkraus, I Buck, PY Simard",2005,https://ieeexplore.ieee.org/abstract/document/1575717/,n/a,289
Kernel methods and machine learning,SY Kung,2014,https://books.google.com/books?hl=en&lr=lang_en&id=aRcmAwAAQBAJ&oi=fnd&pg=PR17&dq=machine+learning&ots=Q0iDFjKTYE&sig=vPrzoS0hD4r35b2G86wR1MP47JQ,n/a,287
Machine learning strategies for systems with invariance properties,"J Ling, R Jones, J Templeton",2016,https://www.sciencedirect.com/science/article/pii/S0021999116301309,https://www.sciencedirect.com/science/article/am/pii/S0021999116301309,284
Machine learning: An artificial intelligence approach,JR Anderson,1990,https://books.google.com/books?hl=en&lr=lang_en&id=UDqCeuwVkkcC&oi=fnd&pg=PR9&dq=machine+learning&ots=9r9qYInUDr&sig=zXH9i5SgDuDHegxFocKQ13AD9dc,n/a,283
Applications of machine learning in animal behaviour studies,"JJ Valletta, C Torney, M Kings, A Thornton, J Madden",2017,https://www.sciencedirect.com/science/article/pii/S0003347216303360,https://www.sciencedirect.com/science/article/pii/S0003347216303360,283
"Interpretable machine learning: definitions, methods, and applications","WJ Murdoch, C Singh, K Kumbier, R Abbasi-Asl…",2019,https://arxiv.org/abs/1901.04592,https://arxiv.org/pdf/1901.04592?ref=https://githubhelp.com,282
